structure_type,X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,Location
transformer,8.5402481,11.8854438,106718,Fari Village,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""300"",""voltage""=>""0.415""","(8.5402481, 11.8854438)"
transformer,9.5638279,12.6027733,170940,Gsm,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""50"",""voltage-high""=>""33"",""voltage-low""=>""0.145""","(9.5638279, 12.6027733)"
transformer,7.2422897,11.5803911,326417,TR 1,,,,,,,,"""branch""=>""Funtua"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""15 MVA"",""transformer""=>""distribution"",""voltage""=>""33000"",""voltage-high""=>""33"",""voltage-low""=>""11""","(7.2422897, 11.5803911)"
transformer,7.6152614,11.7911262,326660,,,,,,,,,"""branch""=>""Funtua"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7500"",""transformer""=>""distribution"",""voltage""=>""33000""","(7.6152614, 11.7911262)"
transformer,10.0284101,12.44313,187836,,,,,,,,,"""branch""=>""Hadejia BU"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5MVA + 15MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(10.0284101, 12.44313)"
transformer,10.0285372,12.443187,187838,,,,,,,,,"""branch""=>""Hadejia BU"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5MVA + 15MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(10.0285372, 12.443187)"
transformer,8.5515389,12.0084363,167881,,,,,,,,,"""branch""=>""Tajuddeen Rabiu Gwadabe"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""15 MVA"",""transformer""=>""distribution"",""voltage""=>""330000""","(8.5515389, 12.0084363)"
transformer,8.5485521,11.9748284,167962,,,,,,,,,"""branch""=>""Tajuddeen Rabiu Gwadabe"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5 MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5485521, 11.9748284)"
transformer,8.548691,11.9748082,170741,,,,,,,,,"""branch""=>""Tajuddeen Rabiu Gwadabe"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5 MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.548691, 11.9748082)"
transformer,8.5510739,12.0083311,171203,Club Road,,,,,,,,"""branch""=>""Tajudden Rabiu Gwadabe"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""substation"",""rating""=>""15 MVA"",""substation""=>""distribution"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5510739, 12.0083311)"
transformer,8.5225644,11.980749,171204,Dan Agundi,,,,,,,,"""branch""=>""Tajudden Rabiu Gwadabe"",""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""60 MVA"",""voltage""=>""132000""","(8.5225644, 11.980749)"
transformer,8.7183087,12.0557894,348049,Yammusa,,,,,,,,"""cables""=>""1"",""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""200"",""unit""=>""Dakata"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.7183087, 12.0557894)"
transformer,8.5514554,12.0084235,166699,TR1 15MVA,,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""15"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5514554, 12.0084235)"
transformer,8.5514567,12.0085305,166700,TR3 15MVA,,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""15"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5514567, 12.0085305)"
transformer,7.6171536,12.9686574,170559,"TR2, 30MVA",,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""30000"",""transformer""=>""distribution"",""voltage""=>""132000""","(7.6171536, 12.9686574)"
transformer,7.6168274,12.9688829,170562,"TR3, 30MVA",,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""30000"",""transformer""=>""distribution"",""voltage""=>""132000"",""voltage-high""=>""132"",""voltage-low""=>""33""","(7.6168274, 12.9688829)"
transformer,10.0328599,12.4663084,160398,TR2 - 7.5MVA,,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5MVA + 15MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(10.0328599, 12.4663084)"
transformer,10.0327509,12.4664393,160465,TR1 - 7.5MVA,,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""7.5MVA + 15MVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(10.0327509, 12.4664393)"
transformer,8.5514521,12.0083724,160667,TR2 15MVA,,,,,,,,"""frequency""=>""50"",""location""=>""outdoor"",""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""15"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5514521, 12.0083724)"
transformer,7.673411,12.1272288,367087,,,,,,,,,"""location""=>""Mani Town"",""power""=>""transformer"",""rating""=>""1 MVA"",""transformer""=>""TR1"",""voltage""=>""10000""","(7.673411, 12.1272288)"
transformer,7.87855,12.8537009,336064,,,,,,,,,"""location""=>""Mani Town"",""power""=>""transformer"",""rating""=>""7.5 MVA"",""transformer""=>""Mani Town"",""voltage""=>""75000""","(7.87855, 12.8537009)"
transformer,8.652631,12.1742476,168400,,,,M-TEL MINJIBIR,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""100KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.652631, 12.1742476)"
transformer,8.5084004,12.2209787,168454,,,,BOOSTER STATION 2,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""100KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5084004, 12.2209787)"
transformer,8.6337076,12.0838623,168299,,,,BELA HOSPITAL,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""100KVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6337076, 12.0838623)"
transformer,8.5230735,11.8807634,106738,Jan Farm,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""voltage""=>""0.415""","(8.5230735, 11.8807634)"
transformer,8.6381922,12.1815301,168406,,,,YANZAKI,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6381922, 12.1815301)"
transformer,8.5062999,12.2214945,168458,,,,33KV GEZAWA FEEDER,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5062999, 12.2214945)"
transformer,8.5976984,12.2459879,168474,,,,KWARKIYA,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5976984, 12.2459879)"
transformer,8.5994737,12.2493449,168480,,,,KWARKIYA SABON GARI,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5994737, 12.2493449)"
transformer,8.6311556,12.2773462,168498,,,,SAIDAWA,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6311556, 12.2773462)"
transformer,8.7469128,12.3562096,168543,,,,KORE,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""200KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.7469128, 12.3562096)"
transformer,8.6589749,12.0910201,168326,,,,Danmadanho,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6589749, 12.0910201)"
transformer,8.7523876,12.0911259,168328,,,,GEZAWA KEDCO SUB-BU OFFICE,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.7523876, 12.0911259)"
transformer,8.7055882,12.1358186,168362,,,,BARWA,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.7055882, 12.1358186)"
transformer,8.687487,12.1474114,168371,,,,NAKUDU FARMS,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.687487, 12.1474114)"
transformer,8.6877151,12.1497413,168374,,,,GIDAN GONA,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6877151, 12.1497413)"
transformer,8.6681979,12.1652754,168383,,,,SHEHU MINJIBIR BOARDING SCH.,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6681979, 12.1652754)"
transformer,8.6174099,12.1869796,168411,,,,GARJIN SHARIFAI,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6174099, 12.1869796)"
transformer,8.5761851,12.2395009,168470,,,,ZURA VILLAGE,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5761851, 12.2395009)"
transformer,8.6383268,12.0869584,168311,,,,Yadakunya,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""300KVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6383268, 12.0869584)"
transformer,8.5925495,12.0392434,168240,,,,Rangaza Substation,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""500KVA/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5925495, 12.0392434)"
transformer,8.6062952,12.0567249,168255,,,,Sabon Garin Rangaza,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""500KVA/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6062952, 12.0567249)"
transformer,8.6681259,12.1671892,168386,,,,GONGONI,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""500KVA/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6681259, 12.1671892)"
transformer,8.7513972,12.0928375,168330,,,,BOOSTER STATION GEZAWA,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""50KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.7513972, 12.0928375)"
transformer,8.5331114,12.219734,168440,,,,BOOSTER STATION,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""50KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5331114, 12.219734)"
transformer,8.5102656,12.220191,168446,,,,BOOSTER STATION,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""50KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5102656, 12.220191)"
transformer,8.7473604,12.3602515,168550,,,,BOOSTER STATION (NOT IN CIRCUIT),,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""50KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.7473604, 12.3602515)"
transformer,8.6091022,12.0604748,168264,,,,Cold Pack Table Water,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""phases""=>""3"",""power""=>""transformer"",""rating""=>""50KVA"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.6091022, 12.0604748)"
transformer,8.5073452,12.2204761,168449,,,,BOOSTER STATION 3,,,,,"""location""=>""outdoor"",""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""50KVA, 33/0.415KV"",""transformer""=>""distribution"",""voltage""=>""33000""","(8.5073452, 12.2204761)"
transformer,8.3430867,11.897545,234095,KWARIN MAI GISHIRI S/S,,,,,,,,"""notes""=>""1"",""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""200"",""todo""=>""yes"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.3430867, 11.897545)"
transformer,8.494593,11.9617852,180536,Sule Ya'u Sule,,,,,,,,"""notes""=>""vadalised"",""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""300"",""voltage-high""=>""11"",""voltage-low""=>""0.415""","(8.494593, 11.9617852)"
transformer,7.6480407,13.027509,348972,YANDAKI I,,,,,,,,"""operator""=>""Abuja"",""power""=>""transformer"",""rating""=>""200"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.6480407, 13.027509)"
transformer,8.0485536,12.6378959,345490,GLO BTS,,,,,,,,"""operator""=>""Abuja"",""power""=>""transformer"",""rating""=>""50"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.0485536, 12.6378959)"
transformer,9.3446375,11.703832,167142,NITEL SS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.3446375, 11.703832)"
transformer,9.2543281,12.5307839,167294,dan ladin gumel,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.2543281, 12.5307839)"
transformer,9.8811469,12.5614746,168901,Babban Titi,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.8811469, 12.5614746)"
transformer,10.0403189,12.4625412,168957,Gandun Sarki 2,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(10.0403189, 12.4625412)"
transformer,9.8483144,12.5208743,170936,Garin Barma,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.8483144, 12.5208743)"
transformer,9.9576587,12.5647464,170953,Mai Rakumi 2,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.9576587, 12.5647464)"
transformer,8.5049267,11.9550124,186073,GMC,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(8.5049267, 11.9550124)"
transformer,8.490098,11.9477262,186122,DOR,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(8.490098, 11.9477262)"
transformer,8.4899243,11.9485271,186123,Dedicated 500KVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(8.4899243, 11.9485271)"
transformer,10.0724266,12.08876,193063,Kullumi,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(10.0724266, 12.08876)"
transformer,9.5323106,12.4618026,282180,Kore Balatu,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(9.5323106, 12.4618026)"
transformer,10.3030038,12.7528979,283224,Kuka dabo,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer""","(10.3030038, 12.7528979)"
transformer,8.3977872,11.2432035,288911,TUDUN WADA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1 X 25000"",""substation""=>""injection"",""voltage""=>""11""","(8.3977872, 11.2432035)"
transformer,8.4995429,11.9572678,186669,Delta Plastic 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.4995429, 11.9572678)"
transformer,8.5157345,11.9689775,187229,VVY Sack 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.5157345, 11.9689775)"
transformer,8.5128181,11.9680042,187262,Myer 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.5128181, 11.9680042)"
transformer,8.5124432,11.972722,187314,Dedicated 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.5124432, 11.972722)"
transformer,8.4886853,11.9484525,192949,Dedicated 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.4886853, 11.9484525)"
transformer,8.4905139,11.9494869,192951,K & H 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.4905139, 11.9494869)"
transformer,8.4942429,11.9482271,193024,Fas Agro III 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.4942429, 11.9482271)"
transformer,8.4888264,11.9422886,193025,Howgen 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.4888264, 11.9422886)"
transformer,8.5136486,11.9619735,186838,M. C. PVC 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33/11"",""voltage-low""=>""0.415""","(8.5136486, 11.9619735)"
transformer,8.4885079,11.9423735,193023,Fas Agro II 1.0MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.0"",""voltage-high""=>""33/11"",""voltage-low""=>""0.415""","(8.4885079, 11.9423735)"
transformer,8.566366,12.0232571,192893,MTN SWITCH BOMPAI,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.25"",""voltage-high""=>""33"",""voltage-low""=>""3.3""","(8.566366, 12.0232571)"
transformer,8.4876643,11.9433993,193022,Fas Agro I 1.5MVA,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""1.5"",""voltage-high""=>""33/11"",""voltage-low""=>""0.415""","(8.4876643, 11.9433993)"
transformer,8.777763,12.084565,340124,Bare,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dakata"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.777763, 12.084565)"
transformer,8.7836051,12.1028892,340139,Guruma Fulani,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dakata"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.7836051, 12.1028892)"
transformer,8.7088738,12.2248147,348180,Ladin Dandake 1,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dakata"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.7088738, 12.2248147)"
transformer,8.7101638,12.2237745,348181,Ladin Dandake 2,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dakata"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.7101638, 12.2237745)"
transformer,9.3562582,11.7163902,336350,GTB,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dutse"",""voltage""=>""0.415""","(9.3562582, 11.7163902)"
transformer,9.5814817,11.6072231,336806,Kwari,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dutse"",""voltage""=>""0.415""","(9.5814817, 11.6072231)"
transformer,9.6083086,11.6195685,336807,Nafara,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dutse"",""voltage""=>""0.415""","(9.6083086, 11.6195685)"
transformer,9.5584982,11.5696267,336808,Sindimina,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dutse"",""voltage""=>""0.415""","(9.5584982, 11.5696267)"
transformer,9.333058,11.683628,160937,3 ARM ZONE SS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Dutse"",""voltage""=>""0.415"",""voltage-high""=>""11"",""voltage-low""=>""0.415""","(9.333058, 11.683628)"
transformer,8.2722012,12.0438035,336590,TOFA L/GOVT SEC. S/S,,,TRANSFORMER,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Kabuga"",""voltage""=>""0.415""","(8.2722012, 12.0438035)"
transformer,7.95125,12.9994107,338733,water Suooly Booster,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.95125, 12.9994107)"
transformer,7.9387852,12.9816869,338960,Mashi Gen. Hospital,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.9387852, 12.9816869)"
transformer,7.9366344,12.9822163,339026,water Board,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.9366344, 12.9822163)"
transformer,8.3074702,13.033802,339030,Daura Gen Hospital,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.3074702, 13.033802)"
transformer,8.3147826,13.0334153,339861,Keystne Bank,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.3147826, 13.0334153)"
transformer,8.3600393,12.9604969,339975,GLO BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.3600393, 12.9604969)"
transformer,7.9230353,12.97958,341434,MTN BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.9230353, 12.97958)"
transformer,8.569638,13.0170566,343083,Yardaji1,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.569638, 13.0170566)"
transformer,8.5708795,13.0173653,343084,Yardaji2,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.5708795, 13.0173653)"
transformer,8.2124619,13.1619131,343914,Gwajo-Gwajo,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.2124619, 13.1619131)"
transformer,8.211005,13.1614883,343916,Water Works,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(8.211005, 13.1614883)"
transformer,7.7315896,12.6587636,348487,MTel,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.7315896, 12.6587636)"
transformer,7.7403355,13.0820344,349294,MTN BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.7403355, 13.0820344)"
transformer,7.4810477,12.4460765,349363,BTC,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.4810477, 12.4460765)"
transformer,7.4881359,12.4444685,349385,NITEL,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage-high""=>""33"",""voltage-low""=>""0.415""","(7.4881359, 12.4444685)"
transformer,7.65944,12.8710547,335070,GLO BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage""=>""0.415""","(7.65944, 12.8710547)"
transformer,7.4736077,12.4365744,336432,Science&Technology,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage""=>""0.415""","(7.4736077, 12.4365744)"
transformer,7.4154324,12.4115749,336575,MTN BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Katsina"",""voltage""=>""0.415""","(7.4154324, 12.4115749)"
transformer,8.5342135,11.9805477,179901,Airtal BTS,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Sharada"",""voltage-high""=>""11"",""voltage-low""=>""0.415""","(8.5342135, 11.9805477)"
transformer,8.5339711,11.9752746,179917,Gidan Buhari,,,,,,,,"""operator""=>""KEDCO"",""power""=>""transformer"",""rating""=>""100"",""unit""=>""Sharada"",""voltage-high""=>""11"",""voltage-low""=>""0.415""","(8.5339711, 11.9752746)"
